,name,online_order,book_table,votes,location,cuisines,approx_cost(for two people),listed_in(type),type,rate
32181,966,1,1,875,29,51,600.0,1,3,4.2
33575,261,0,0,21,9,8,200.0,2,9,3.5
25171,6005,0,0,1181,24,51,900.0,1,8,4.5
25054,3906,0,0,11,1,58,400.0,4,4,3.0
29391,256,1,0,428,26,10,250.0,2,9,4.2
26667,120,1,0,738,9,51,600.0,2,4,3.5
46798,3887,1,0,101,43,59,400.0,4,9,3.5
19545,3651,1,0,22,9,3,200.0,2,10,4.0
6305,3950,1,1,194,50,51,800.0,4,4,3.8
11696,3444,1,0,75,16,38,300.0,2,9,3.7
24655,2312,1,0,27,1,34,200.0,3,10,3.1
14001,2734,0,0,29,15,51,100.0,3,2,3.8
38034,2081,1,0,30,16,58,200.0,2,9,3.7
48221,585,0,1,54,37,51,1500.0,4,4,3.9
14315,4684,1,0,427,15,51,150.0,4,9,4.0
31526,4832,1,0,9,30,54,250.0,4,9,3.4
10379,3625,0,0,10,21,27,200.0,3,7,3.6
6264,3973,0,1,100,44,38,1900.0,4,4,3.9
47928,3362,1,0,5,11,51,300.0,2,9,3.1
28744,1222,1,0,37,26,3,450.0,4,8,3.6
48318,1870,1,0,74,7,51,650.0,4,3,3.8
43026,653,0,0,16,31,38,300.0,2,6,3.6
27287,5321,1,1,503,18,51,700.0,2,8,3.8
21106,5768,0,1,152,21,51,1350.0,4,8,3.7
19565,5351,1,0,130,9,38,150.0,2,9,4.0
33775,1092,1,0,433,29,24,800.0,3,8,3.8
37944,4715,1,0,27,47,37,200.0,2,8,3.1
45393,3251,0,0,35,19,51,500.0,2,6,3.7
1729,2843,0,0,30,23,58,450.0,2,4,3.9
41779,5183,1,0,15,36,58,500.0,4,9,3.7
43459,3950,0,0,6,44,51,500.0,4,4,3.4
45400,1919,0,0,6,13,51,600.0,2,4,3.5
42028,1710,0,0,13,8,8,250.0,4,9,3.5
4648,5115,1,0,33,5,49,500.0,4,4,2.7
12654,4252,0,0,4428,7,51,1200.0,4,8,4.2
4061,2875,1,1,889,46,51,1400.0,2,4,4.4
6695,5840,1,1,500,34,19,1300.0,6,5,4.3
7099,5194,1,0,22,36,37,300.0,2,8,3.6
3311,943,1,0,216,3,51,500.0,4,3,4.1
36377,112,1,0,8,26,57,250.0,2,9,3.3
44837,6226,1,0,895,13,4,500.0,2,6,4.3
45821,5968,0,1,2946,19,51,1300.0,4,8,4.2
42603,5981,1,1,1853,34,51,1500.0,2,4,4.4
6649,3232,0,1,98,52,51,2400.0,5,8,4.0
22539,1376,0,1,468,23,51,700.0,2,4,4.1
18869,2870,1,0,50,19,51,200.0,4,9,4.0
8625,3332,1,0,22,2,28,300.0,2,10,3.4
43298,202,0,1,571,34,51,4000.0,4,8,4.4
15782,4856,1,1,1873,18,51,1500.0,0,8,4.2
12132,2056,1,0,140,10,38,600.0,2,4,3.5
34870,1780,1,0,1195,9,51,500.0,2,6,4.5
18400,5171,0,0,4,52,38,100.0,2,9,3.3
40190,1143,1,0,112,35,51,200.0,4,9,3.9
17816,6104,1,0,171,11,51,800.0,2,4,4.2
34059,4350,1,0,109,26,38,500.0,4,4,4.0
40837,1038,0,0,40,36,51,400.0,2,8,3.2
14669,1894,1,0,58,19,51,600.0,2,6,3.9
13423,3169,1,0,152,15,7,200.0,2,8,3.7
50261,5386,1,0,25,54,4,500.0,2,6,3.8
20414,832,1,0,12,9,40,250.0,2,9,3.3
4816,3241,1,1,715,46,35,1500.0,4,4,4.3
31967,5348,1,0,51,18,51,500.0,4,4,3.6
48954,1586,1,0,9,5,38,300.0,2,9,3.4
28751,1271,1,1,152,30,51,600.0,4,9,4.1
35240,1779,1,0,22,23,40,400.0,2,6,2.9
27417,78,1,0,2867,29,51,600.0,2,3,4.4
7757,1330,1,0,2143,8,38,800.0,4,4,4.1
24930,3361,0,0,7,41,51,400.0,4,9,3.4
27105,5561,1,0,51,9,51,300.0,2,10,2.6
1932,2312,1,0,21,23,34,200.0,3,7,3.5
31011,1065,0,0,30,31,24,250.0,3,7,2.9
33688,513,0,0,140,31,51,200.0,3,8,3.9
16270,1472,1,0,5,18,3,250.0,2,6,3.3
39570,2203,1,0,8,35,11,500.0,2,9,3.1
44565,3674,1,0,418,39,51,400.0,4,9,3.7
31506,3148,0,0,291,32,51,500.0,4,8,3.8
35742,3600,1,0,6,9,51,300.0,2,9,3.4
667,4945,0,0,8,0,54,200.0,4,9,3.5
31741,179,0,0,16,9,40,200.0,4,9,3.5
13703,3521,0,1,49,15,51,1500.0,2,8,3.5
35903,4501,1,0,30,21,14,400.0,2,3,3.8
15399,4849,1,0,69,16,38,700.0,4,4,4.1
34037,4196,1,0,660,29,51,500.0,4,4,3.9
30105,3353,1,0,338,18,40,500.0,2,9,3.9
7980,162,1,0,136,36,51,1000.0,4,4,4.0
49992,1976,1,0,12,5,48,300.0,4,9,3.3
16826,1606,1,0,74,5,51,600.0,2,8,4.0
9076,226,1,0,6,21,6,100.0,2,2,3.4
14619,1047,1,0,9,49,14,300.0,1,3,3.4
27388,3502,1,0,258,18,55,600.0,2,4,3.8
43422,5086,0,0,45,44,32,1700.0,4,8,3.6
1290,5285,1,0,19,2,51,800.0,2,8,3.6
50117,2604,0,0,24,54,51,200.0,1,9,3.9
11336,254,0,0,13,26,8,200.0,4,9,3.2
47304,5992,0,0,619,7,51,500.0,1,3,4.2
6697,20,1,1,932,10,51,1000.0,6,5,4.0
48183,5569,0,0,650,50,51,1300.0,4,8,4.2
50258,1505,1,0,63,54,51,900.0,2,4,3.8
35193,361,1,0,18,26,51,200.0,2,9,3.8
12040,5568,0,0,9,44,14,400.0,2,3,3.3
33332,147,1,0,16,18,41,400.0,2,6,3.5
18558,2641,1,0,27,19,25,400.0,3,0,3.5
36730,339,0,0,1161,28,51,650.0,4,4,4.0
1165,1644,1,0,177,9,51,500.0,2,9,3.5
33392,2716,0,0,8,32,51,300.0,2,9,3.4
26320,3969,1,0,18,1,58,250.0,4,9,3.6
18398,6219,0,0,10,13,51,500.0,2,9,3.0
32113,4056,1,1,9080,28,51,600.0,0,8,4.4
50532,4240,0,0,27,8,51,500.0,2,4,3.6
7510,5239,1,1,663,36,51,750.0,2,4,3.9
804,4709,1,0,132,3,28,200.0,4,9,4.0
26697,5291,1,0,382,18,51,600.0,2,9,3.1
27949,3140,0,0,6,26,51,400.0,2,6,3.1
6937,2025,1,0,835,54,51,450.0,2,6,3.2
17765,1442,1,0,734,19,24,300.0,2,7,4.2
46248,1894,1,0,53,43,51,600.0,2,6,3.8
13470,2367,1,0,88,15,41,400.0,2,9,3.6
37637,2158,0,0,272,30,51,1400.0,6,8,4.2
37191,2780,1,0,10,9,51,100.0,4,9,3.6
32235,1556,0,0,61,9,14,500.0,1,3,3.6
36191,3124,0,0,8,29,48,400.0,2,6,3.4
30538,3787,0,0,12,41,48,200.0,2,6,3.5
19196,1613,1,0,97,40,40,450.0,4,9,3.1
32138,6358,1,0,363,30,51,500.0,1,3,4.4
28332,4098,1,1,144,28,51,1000.0,4,4,3.9
33484,2527,0,0,51,29,51,500.0,2,10,3.6
4959,4836,1,1,392,5,11,1500.0,6,1,3.9
41456,2642,0,0,17,36,4,500.0,3,0,3.8
50763,1195,0,0,8,54,37,200.0,2,8,3.4
15805,280,1,1,82,18,51,500.0,1,8,4.0
32429,880,1,0,131,19,24,300.0,2,7,4.3
13260,4767,0,0,190,50,32,600.0,5,1,3.9
21646,2610,1,0,0,3,40,300.0,4,9,3.3
21124,6012,1,0,450,21,51,400.0,4,3,4.1
32471,263,1,0,118,9,10,400.0,2,9,3.7
13713,3812,1,0,34,15,40,250.0,2,9,3.6
26439,5311,0,0,7,38,40,400.0,4,9,3.2
5160,4285,1,0,1125,13,51,650.0,2,6,4.1
50333,1265,1,0,20,54,10,400.0,2,8,3.3
37010,3369,1,0,4,29,51,300.0,4,9,3.2
40542,960,1,0,97,36,14,650.0,1,3,3.6
26605,707,0,0,47,29,51,600.0,1,3,3.8
40730,1416,1,0,971,36,34,400.0,2,7,4.5
50937,2873,1,0,51,54,37,400.0,3,8,3.9
9758,4335,1,0,38,26,38,400.0,2,4,3.8
14387,1756,0,0,11,15,56,550.0,4,9,3.1
40411,1397,1,0,18,43,51,250.0,4,9,3.8
21874,3805,1,0,178,2,0,250.0,2,9,3.1
46229,4915,1,0,343,35,51,350.0,2,9,4.0
50500,913,0,1,104,54,38,1200.0,2,4,3.9
30966,5663,0,0,62,31,24,150.0,3,8,3.8
19956,5820,1,0,45,0,51,800.0,2,4,2.8
8735,4370,1,0,829,18,51,850.0,2,4,3.7
15237,1948,0,0,7,41,43,250.0,2,9,3.3
1964,3109,1,0,110,2,1,800.0,4,4,3.7
51325,6288,0,0,346,54,51,400.0,4,8,3.9
36851,781,1,0,26,30,51,400.0,4,9,3.7
36709,4962,0,0,177,29,51,600.0,4,8,4.4
18035,3006,1,0,45,7,51,1500.0,2,4,4.0
17929,1278,1,0,38,19,38,350.0,2,9,3.6
27150,4856,1,1,1910,18,51,1500.0,2,8,4.2
41780,4545,0,0,255,36,28,200.0,4,9,3.6
25024,5311,0,0,7,38,40,400.0,4,9,3.3
21360,1427,0,0,0,23,14,600.0,4,3,3.7
44766,954,1,1,147,19,51,700.0,1,3,4.1
18867,1604,1,0,450,19,51,300.0,4,9,4.0
10788,1682,0,0,7,9,58,500.0,4,9,3.4
14610,4852,1,0,40,16,17,350.0,1,3,3.7
1308,1738,1,0,288,2,7,400.0,2,8,4.4
7394,109,1,0,35,8,38,150.0,2,9,2.7
41652,4108,0,0,20,36,51,700.0,4,4,3.7
39590,1524,1,0,11,41,54,250.0,2,9,3.2
17273,2627,1,0,140,18,38,250.0,4,9,2.7
37720,3528,0,1,21,3,51,800.0,0,4,3.8
37619,9,0,1,1746,28,51,1400.0,6,8,4.2
816,1514,1,0,15,3,54,100.0,4,9,3.6
36350,4968,0,0,6,21,54,400.0,2,9,3.2
11917,2659,1,0,41,52,54,100.0,2,9,3.4
20326,1464,1,0,28,9,42,350.0,2,6,3.7
45472,508,0,0,16,22,38,200.0,2,9,2.7
37166,6297,1,0,32,9,51,150.0,4,2,3.7
20507,574,1,0,140,9,51,600.0,2,4,3.1
29366,910,1,0,359,18,51,600.0,2,9,4.1
1923,3648,1,0,34,23,37,150.0,3,9,3.2
33334,3712,0,0,2306,29,51,800.0,2,4,4.3
51441,556,0,0,13,54,54,250.0,4,9,3.5
35553,3363,1,0,45,26,51,700.0,2,4,3.6
22711,604,1,1,143,21,51,1000.0,2,4,3.9
14699,5402,1,0,389,19,51,600.0,2,9,4.1
32958,596,1,0,37,31,51,300.0,2,2,3.9
32794,5432,1,0,25,9,43,500.0,2,10,3.4
18940,843,0,0,6,19,54,300.0,4,9,3.1
2895,719,1,0,158,21,51,700.0,2,4,3.7
41093,3970,0,0,115,8,40,800.0,2,4,2.9
19930,4715,1,0,75,27,37,200.0,2,8,3.8
20668,488,0,0,48,3,4,200.0,2,0,3.9
32211,901,1,0,22,29,51,500.0,1,3,3.8
47463,4796,1,0,303,11,8,500.0,2,4,2.8
10871,546,0,1,3852,23,51,1600.0,4,4,4.7
33817,675,1,0,1962,30,51,650.0,4,4,4.1
30320,856,1,0,24,31,14,550.0,2,3,3.7
27850,3787,0,0,12,41,48,200.0,2,6,3.5
28460,903,0,0,2449,30,51,700.0,4,3,4.1
4493,2766,0,0,36,5,4,400.0,3,0,3.7
12808,3386,1,1,406,37,51,1000.0,4,4,2.2
44804,1520,1,0,86,19,38,150.0,2,9,4.1
26123,2113,0,1,303,24,51,750.0,4,4,3.9
12996,4893,0,0,4,52,56,400.0,4,9,3.2
31054,5594,0,1,10512,29,51,1400.0,4,5,4.7
47197,3473,0,0,103,43,51,900.0,6,5,3.7
5640,243,0,1,93,44,51,1000.0,2,8,4.1
22733,1590,1,0,67,9,54,150.0,2,6,3.7
14368,5236,0,0,5,15,51,150.0,4,8,3.4
10631,369,1,0,24,9,40,300.0,4,9,3.4
5512,1454,0,0,26,7,24,350.0,2,7,3.8
36629,2133,1,0,384,31,51,300.0,4,9,4.4
47818,5950,0,0,24,7,51,200.0,2,9,3.8
40383,535,0,0,7,43,60,150.0,4,9,3.3
18437,5444,0,0,5,41,51,300.0,2,9,3.2
44113,657,1,0,37,41,40,450.0,2,4,3.1
7217,999,0,0,51,54,23,600.0,2,4,3.7
32350,4421,1,1,1134,19,38,1000.0,2,4,4.0
11727,6294,1,0,216,7,26,450.0,2,8,4.4
26121,3383,1,0,36,41,38,600.0,4,4,3.8
48663,5701,1,0,37,49,40,350.0,4,9,3.3
33985,1663,0,0,315,28,15,600.0,4,3,4.1
50383,3626,1,0,63,54,40,200.0,2,9,3.8
45434,332,0,0,25,22,54,200.0,2,9,3.5
836,48,0,0,4,3,55,100.0,4,9,3.2
9099,417,1,1,2178,29,51,1500.0,2,5,4.9
41313,2097,1,0,5,8,51,200.0,2,7,3.4
41450,4263,1,0,111,36,51,400.0,3,7,4.0
7117,805,1,0,74,54,51,300.0,2,2,4.1
39316,4734,0,0,5,55,54,200.0,4,9,3.3
20754,1159,0,0,6,3,51,100.0,2,8,3.2
35169,2053,1,0,16,18,51,200.0,2,9,3.2
5555,3485,1,0,30,14,51,500.0,2,6,3.4
11657,1535,0,0,10,37,14,400.0,1,3,3.1
6642,1720,0,0,293,44,45,1000.0,5,8,3.7
35678,2996,1,0,64,29,51,300.0,2,9,3.9
14740,602,1,0,1743,7,24,400.0,2,7,4.9
15674,991,0,0,23,20,51,800.0,4,4,3.8
48446,1241,1,0,20,37,54,200.0,4,9,3.6
1527,671,0,0,18,2,54,300.0,2,9,3.5
4084,1588,1,0,39,36,51,200.0,2,9,4.1
9623,1367,0,0,8,9,2,300.0,2,9,3.3
14663,3627,1,0,154,41,38,600.0,2,4,3.7
29246,4082,0,1,1389,29,51,1400.0,5,8,3.9
39516,6178,1,0,1107,39,35,700.0,2,4,4.1
5250,2651,1,0,270,19,45,500.0,2,6,3.7
36487,1002,1,0,275,27,14,500.0,3,3,4.0
23581,2763,1,0,21,2,51,250.0,4,8,3.1
49303,5509,1,0,19,5,51,500.0,2,3,3.0
7778,2803,1,0,267,8,51,500.0,4,4,3.2
16493,575,1,0,56,5,40,600.0,2,9,3.3
3495,5848,1,1,815,21,40,900.0,4,4,4.2
19938,2397,1,0,16,55,51,800.0,2,4,3.4
28329,432,1,1,1238,28,14,700.0,4,3,4.0
38459,641,0,0,225,11,51,300.0,3,9,3.4
20113,3235,1,0,465,9,51,300.0,2,9,4.2
16436,3767,1,1,1059,18,51,1200.0,2,5,4.1
40656,301,1,0,228,36,51,250.0,2,9,3.3
19685,1027,1,0,152,33,51,300.0,2,9,3.9
428,2594,1,0,4,33,27,150.0,2,7,3.3
34992,2881,1,0,11,9,2,400.0,2,10,3.8
5585,624,1,0,858,52,51,1800.0,2,4,4.2
5192,6288,1,0,123,7,19,400.0,2,8,3.7
7561,5558,1,0,4,41,54,300.0,2,8,3.2
50965,1092,0,0,299,54,24,600.0,3,8,3.9
47113,1434,0,0,5,35,53,400.0,4,8,3.4
50734,4357,0,0,7,54,40,400.0,2,9,3.2
36118,1095,0,0,6,9,3,500.0,2,0,3.4
18462,3790,1,0,4,7,51,150.0,2,8,3.4
8214,2283,1,0,86,36,51,300.0,4,9,3.3
39841,3287,1,0,33,35,54,300.0,2,9,3.9
2929,3866,1,0,143,21,51,750.0,2,4,3.6
6643,5843,0,0,93,44,32,2000.0,5,8,4.0
16868,4914,0,0,331,18,51,400.0,3,8,3.9
38733,6104,1,0,175,11,51,800.0,4,4,4.2
30045,1738,1,0,115,9,7,400.0,2,8,4.2
45131,6224,1,0,56,19,18,700.0,2,10,2.5
36958,4543,1,0,32,30,51,450.0,4,9,3.7
40964,736,1,0,133,36,12,600.0,2,6,2.9
50865,2031,0,0,36,54,51,700.0,2,4,2.8
13213,1766,0,0,2244,10,51,1100.0,5,8,4.3
40875,1634,0,0,11,36,38,300.0,2,8,2.9
2314,5551,0,0,30,23,44,450.0,4,4,3.6
26447,2779,1,0,5,41,51,350.0,4,8,3.4
427,2909,1,0,4,3,51,150.0,2,9,3.3
14931,1442,1,0,80,16,26,500.0,2,7,4.0
21812,1494,0,0,13,2,14,700.0,1,3,3.6
33772,1065,0,0,30,31,24,250.0,3,7,2.9
47180,2305,1,1,471,35,51,1200.0,5,5,4.2
43606,2224,0,0,163,50,8,300.0,4,9,3.7
37451,6011,0,0,16,9,38,400.0,4,9,3.5
717,426,0,0,29,0,38,150.0,4,9,3.1
9690,3999,0,0,4,9,51,300.0,2,6,3.2
13644,1938,1,0,127,15,4,500.0,2,0,3.1
45570,1795,1,0,142,19,51,750.0,3,3,4.1
50697,1491,1,0,11,8,45,400.0,2,9,3.5
18136,3005,1,0,566,19,51,400.0,2,9,4.1
20704,1052,0,0,27,23,3,400.0,2,8,2.9
16004,2958,1,0,11,18,51,400.0,2,8,3.6
34332,1777,1,0,16,29,51,200.0,4,9,3.5
7531,2854,1,0,28,36,51,350.0,2,9,3.7
48349,6232,1,0,262,48,40,500.0,4,4,3.3
45010,1460,1,0,331,13,35,600.0,2,6,2.9
14996,4410,0,0,169,16,51,600.0,2,4,4.0
34976,5586,1,0,59,9,11,300.0,2,9,4.0
22556,5475,1,0,217,23,38,450.0,2,9,3.8
33940,4325,1,1,459,31,38,1500.0,4,5,4.4
13345,3756,0,1,277,50,51,800.0,6,5,3.6
27224,2964,1,0,16,6,51,300.0,2,9,3.2
25309,2421,1,0,49,38,51,350.0,2,9,3.7
26826,752,1,0,462,18,51,600.0,2,9,3.9
49976,1916,0,0,10,5,51,600.0,4,4,3.5
10708,4463,1,0,34,9,23,500.0,4,9,3.3
16394,5379,1,0,27,26,5,500.0,2,0,3.6
14962,2766,1,0,6,52,4,400.0,2,0,3.4
27615,536,1,1,767,28,51,1700.0,2,4,4.2
24155,3206,1,0,122,1,51,700.0,2,4,3.4
43985,4216,1,1,868,39,51,1000.0,1,8,4.0
48983,6129,1,0,101,18,51,600.0,2,6,4.0
46673,3058,1,0,10,4,51,200.0,3,8,3.4
49016,5780,1,0,35,46,7,400.0,2,2,3.7
35373,494,1,0,76,26,4,500.0,2,0,4.0
23836,6231,1,1,1016,23,51,1300.0,5,8,4.0
29204,5886,0,1,890,28,51,1400.0,5,8,4.6
38360,650,0,0,16,45,48,300.0,2,10,3.7
38898,1535,0,0,10,37,14,400.0,4,3,3.2
4468,2284,1,0,490,5,51,500.0,3,8,4.3
19917,2208,1,0,97,9,51,1000.0,2,9,3.9
48442,2937,0,0,109,45,51,300.0,4,9,4.0
12763,4211,1,0,1133,20,51,800.0,4,3,4.3
465,6178,1,1,2115,0,51,800.0,2,4,4.2
44914,3603,1,0,87,13,19,600.0,2,9,3.2
22242,5948,1,0,74,21,51,800.0,2,4,3.9
31317,5332,0,0,34,28,51,1000.0,4,1,3.9
39543,2395,1,0,62,41,51,550.0,2,4,3.7
39810,1708,1,0,59,35,1,300.0,2,9,3.8
14980,3636,1,0,4,53,51,100.0,2,8,3.3
26301,2165,1,0,78,1,54,400.0,4,9,3.5
14818,1088,1,0,76,25,51,450.0,2,9,3.6
20279,943,1,0,216,3,51,500.0,2,3,4.1
21399,412,1,0,115,9,51,400.0,4,9,4.0
21148,4192,0,0,135,21,58,300.0,4,9,3.2
8127,4290,0,0,47,36,38,300.0,4,9,3.3
6112,672,1,0,787,10,0,650.0,4,4,4.0
42288,978,1,0,97,20,51,650.0,1,8,3.7
27428,4357,1,0,189,18,40,400.0,2,4,2.8
32146,702,1,0,108,30,51,400.0,1,9,3.8
27585,4995,1,0,6,13,20,200.0,2,9,3.5
40387,3457,1,0,397,43,38,450.0,4,9,4.0
30565,2389,1,0,15,9,40,300.0,2,9,3.6
27510,6363,1,0,32,9,51,900.0,2,8,3.7
29758,6201,1,0,38,9,51,300.0,2,8,4.0
8442,3064,1,0,3605,30,51,400.0,2,9,4.3
37267,276,1,0,85,9,51,300.0,4,9,3.5
49751,335,0,0,30,46,13,450.0,4,9,3.7
39947,4542,1,0,78,43,31,250.0,2,10,3.8
22826,2752,1,0,12,23,51,300.0,2,8,3.4
48184,5324,0,1,1343,34,51,2100.0,4,5,4.1
24178,2421,1,0,49,38,51,350.0,2,9,3.7
48468,6314,0,0,8,7,51,800.0,4,9,3.6
49628,2363,1,1,7330,46,51,1400.0,4,8,4.2
47269,6372,1,1,91,12,51,1800.0,0,4,3.8
38026,434,1,0,6,49,51,400.0,2,8,3.2
44764,3381,1,0,428,19,51,400.0,1,8,4.3
14467,5188,0,0,4,15,58,200.0,4,9,3.2
13252,1283,0,0,378,44,43,1000.0,5,1,3.9
39155,6231,0,0,493,53,51,1300.0,4,8,4.1
42949,3851,0,0,9,11,38,450.0,2,4,3.2
26710,1162,1,0,317,18,51,250.0,2,8,4.0
2015,2018,0,0,5,2,51,150.0,4,2,3.1
44725,6094,1,1,880,19,42,1200.0,0,4,4.1
36440,395,0,0,450,29,51,400.0,3,7,4.3
28424,5964,1,1,3674,29,51,1400.0,4,4,4.4
21732,862,1,1,975,21,51,1500.0,5,8,4.1
43533,2971,0,0,364,45,39,400.0,4,9,4.1
37475,861,0,0,4,9,28,300.0,4,9,3.2
40973,2006,1,1,1184,36,51,1200.0,2,8,4.4
8966,3363,1,0,45,26,51,700.0,2,4,3.6
16846,3084,0,0,20,15,51,700.0,2,4,3.4
5366,6307,1,0,53,37,24,600.0,2,7,3.9
2995,2693,1,1,866,21,45,900.0,2,4,4.0
15854,455,1,0,503,26,49,500.0,2,6,3.7
26342,5393,1,0,21,1,51,300.0,4,9,3.6
880,5970,1,0,54,2,51,500.0,1,3,3.8
11621,1846,1,1,55,37,51,800.0,1,3,4.1
41731,634,1,0,232,36,51,300.0,4,9,3.8
15328,1409,0,0,8,16,27,200.0,3,7,3.5
42440,1029,1,0,7,16,51,200.0,2,9,3.3
39060,1410,0,0,25,11,51,250.0,4,9,3.6
34240,4006,1,0,11,26,51,200.0,4,9,3.5
45557,773,1,0,631,19,24,300.0,3,7,4.2
24081,3021,1,0,15,17,48,250.0,2,6,3.5
6033,1295,0,0,5,7,18,200.0,4,9,3.1
48653,2466,1,0,22,55,38,350.0,4,9,3.6
7207,275,0,0,342,36,11,500.0,2,9,2.1
26281,1698,1,0,383,24,53,400.0,4,9,3.5
3225,3400,0,0,141,21,51,200.0,3,8,4.3
2541,176,1,0,12,3,8,300.0,2,10,3.3
49681,3281,1,0,162,46,36,500.0,4,4,3.7
27732,105,1,0,212,18,51,800.0,2,4,3.4
11894,3317,1,0,17,10,39,600.0,2,9,2.9
37798,3657,1,0,744,12,51,750.0,1,3,4.2
8472,1081,1,0,15,9,4,200.0,2,0,4.1
43400,5474,0,0,58,52,51,2000.0,4,4,4.0
38994,6057,0,0,9,48,8,300.0,4,9,3.3
2574,134,1,0,332,23,58,300.0,2,9,4.0
8575,1604,1,0,498,30,51,300.0,2,9,3.9
29717,723,1,0,670,18,51,800.0,2,4,3.9
36182,6153,0,0,6,14,51,250.0,2,9,3.4
35495,6244,1,0,44,30,51,550.0,2,9,3.9
47559,1980,1,0,114,37,51,1000.0,2,4,4.0
41701,1211,0,0,37,36,51,400.0,4,9,3.4
51104,3467,0,0,560,54,54,400.0,4,4,3.7
33456,1575,0,0,6,26,48,200.0,2,9,3.3
786,2394,0,0,253,3,54,250.0,4,9,4.2
50926,1416,1,0,187,54,34,400.0,3,8,4.5
10401,4761,1,0,467,9,51,550.0,4,4,3.9
47403,5371,1,0,75,48,38,500.0,2,4,2.9
15773,2110,1,1,226,37,51,2000.0,6,8,4.3
48265,4364,1,0,167,45,38,1700.0,4,5,4.0
48878,5849,1,0,109,5,51,400.0,1,3,4.0
28515,545,1,0,66,29,51,800.0,4,4,3.8
2899,3866,1,0,388,0,51,650.0,2,4,3.9
23772,384,1,0,12,9,28,250.0,4,9,3.5
23086,5948,1,0,74,21,51,800.0,3,4,3.9
26433,5608,0,0,74,41,15,500.0,4,3,3.8
18717,1999,0,1,210,19,51,1500.0,4,4,4.1
37046,4802,1,0,5,14,20,300.0,4,9,3.2
11598,769,0,1,158,12,51,1100.0,0,4,3.9
28209,6213,1,0,53,29,26,400.0,3,7,4.2
32762,4799,1,0,207,29,51,500.0,2,4,3.6
1411,1785,1,0,36,9,51,500.0,2,8,3.4
34496,4425,1,0,28,9,51,500.0,4,9,3.7
12747,4993,0,0,62,52,32,1500.0,4,8,4.0
13017,3811,0,0,6,49,8,300.0,4,9,3.1
7461,3053,1,0,90,36,48,200.0,2,9,3.2
37587,4688,0,0,29,30,40,800.0,5,1,3.8
38631,4023,1,1,1124,10,51,1200.0,4,5,4.4
38517,3572,0,0,4,45,51,300.0,3,8,3.3
19895,3153,1,0,23,3,58,250.0,2,9,3.0
18307,1676,1,0,33,52,40,600.0,2,9,3.5
9436,5978,1,0,12,9,29,400.0,2,9,3.5
47927,571,0,0,5,34,3,350.0,2,0,3.3
27145,2069,1,0,9,13,51,200.0,2,9,3.4
23248,588,0,0,134,23,40,650.0,4,4,3.5
43781,5245,1,0,131,19,58,250.0,4,9,3.7
35469,2802,1,0,6,30,51,350.0,2,9,3.4
33965,4174,1,1,267,28,51,1300.0,4,4,4.5
34457,1533,1,0,16,9,40,300.0,4,9,3.6
8512,4417,1,0,164,21,9,400.0,2,9,4.1
47981,2076,0,0,51,44,3,600.0,3,7,3.9
37810,1780,1,0,869,19,51,500.0,2,6,4.5
178,3579,1,0,115,33,51,250.0,2,9,3.8
4683,1222,1,0,136,5,51,600.0,4,8,3.6
13857,3438,0,0,8,15,40,500.0,2,9,3.0
26839,263,1,0,118,9,10,400.0,2,9,3.7
51127,2290,1,0,515,54,20,900.0,4,4,3.8
13615,4281,1,0,297,15,51,600.0,2,9,2.8
18312,4683,1,0,372,22,51,150.0,2,9,4.1
42350,4832,1,0,207,52,51,250.0,2,9,4.1
24881,1366,0,0,15,25,28,300.0,4,9,3.6
3338,846,0,0,2679,3,54,100.0,4,9,4.8
28963,3685,1,0,468,9,51,400.0,4,9,4.2
15315,5314,1,0,4,16,51,150.0,3,7,3.3
6220,5371,1,0,74,48,38,500.0,4,4,3.0
12873,641,0,0,223,11,51,300.0,4,9,3.6
28186,1438,1,0,231,29,34,500.0,3,7,4.0
2323,312,0,0,55,23,51,800.0,4,4,3.0
47828,6314,0,0,8,7,51,800.0,2,9,3.6
7716,2903,0,0,22,36,37,150.0,3,8,3.5
8089,4828,0,0,9,54,18,400.0,4,9,3.4
10766,2098,0,0,47,9,24,200.0,4,7,3.8
5667,3054,0,0,155,34,51,600.0,2,4,3.9
31411,3255,0,0,46,26,15,600.0,4,3,3.7
3393,5623,0,0,35,3,28,200.0,4,9,2.5
9021,2406,1,0,222,9,51,500.0,2,4,3.9
42959,650,0,0,16,45,48,300.0,2,10,3.7
2840,3753,1,0,13,21,51,400.0,2,9,3.4
41462,1592,0,0,33,36,25,800.0,3,8,3.8
13692,3746,0,0,4,15,51,400.0,2,9,3.3
43874,2059,0,0,397,7,32,1500.0,5,8,2.0
43348,4519,0,1,275,44,38,4000.0,4,8,4.2
38673,1102,0,1,299,50,51,1200.0,4,8,4.3
25935,2570,1,0,90,24,24,300.0,3,7,3.9
43261,1340,1,0,7574,10,51,1500.0,4,8,4.3
25233,5698,1,0,15,24,51,500.0,2,10,3.5
27903,1743,0,0,29,18,51,600.0,2,4,3.7
22176,6049,1,0,7,0,57,500.0,2,9,3.4
35235,4317,1,0,17,9,57,200.0,2,9,3.4
43121,3572,0,0,4,45,51,300.0,3,8,3.3
24623,560,1,1,496,25,51,800.0,3,8,4.3
45356,3269,0,1,1806,13,51,1600.0,2,8,4.0
6423,2224,0,0,160,50,8,300.0,4,9,3.7
26408,5141,0,0,6,24,8,400.0,4,9,3.4
